time,value,target
0,0.24835707650561634,-0.049133483892259244
1,-0.049133483892259244,0.3638336032369804
2,0.3638336032369804,0.8214789346834572
3,0.8214789346834572,-0.03716199339249529
4,-0.03716199339249529,-0.017235061827762105
5,-0.017235061827762105,0.9093186150426151
6,0.9093186150426151,0.5232604792206909
7,0.5232604792206909,-0.07541898635323008
8,-0.07541898635323008,0.45030959521880654
9,0.45030959521880654,-0.033039515611169884
10,-0.033039515611169884,-0.014635253704259082
11,-0.014635253704259082,0.35868376221015164
12,0.35868376221015164,-0.6995595704367439
13,-0.6995595704367439,-0.5861032676924025
14,-0.5861032676924025,0.014376442040853255
15,0.014376442040853255,-0.19184899955109408
16,-0.19184899955109408,0.49061075843845137
17,0.49061075843845137,-0.10173780448551545
18,-0.10173780448551545,-0.335231381254663
19,-0.335231381254663,1.1222427267694275
20,1.1222427267694275,0.2948723028163024
21,0.2948723028163024,0.45970356740996154
22,0.45970356740996154,-0.2684259861412086
23,-0.2684259861412086,0.18958781327889151
24,0.18958781327889151,0.534886833459136
25,0.534886833459136,-0.0786166508674147
26,-0.0786166508674147,0.7019850008259491
27,0.7019850008259491,0.2308668529614809
28,0.2308668529614809,0.40217706189523506
29,0.40217706189523506,0.2637891672803368
30,0.2637891672803368,1.5071742527917737
31,1.5071742527917737,0.590446828993425
32,0.590446828993425,0.08426138749548362
33,0.08426138749548362,1.040065480070063
34,1.040065480070063,0.0337958622521799
35,0.0337958622521799,0.7638164694738508
36,0.7638164694738508,-0.30554715031174273
37,-0.30554715031174273,0.02482842066133617
38,0.02482842066133617,0.801710037134972
39,0.801710037134972,1.086589380897228
40,1.086589380897228,0.8168299703218813
41,0.8168299703218813,0.6868189787767391
42,0.6868189787767391,0.6072907151006327
43,0.6072907151006327,0.03147788371525573
44,0.03147788371525573,0.4234048054301292
45,0.4234048054301292,0.5652822345564724
46,0.5652822345564724,1.3361192135145723
47,1.3361192135145723,0.991000713085229
48,0.991000713085229,-0.0510227071893965
49,-0.0510227071893965,1.003512969505294
50,1.003512969505294,0.6595668817412047
51,0.6595668817412047,0.523943227090359
52,0.523943227090359,1.17819362676542
53,1.17819362676542,1.3974575681329229
54,1.3974575681329229,1.3568474196195346
55,1.3568474196195346,0.4804916805651856
56,0.4804916805651856,0.7540273081902759
57,0.7540273081902759,1.0824348244735487
58,1.0824348244735487,1.4123785759691998
59,1.4123785759691998,0.6924519670445813
60,0.6924519670445813,0.8462698679871591
61,0.8462698679871591,0.39261651244652496
62,0.39261651244652496,0.35398702955018047
63,0.35398702955018047,1.3642787714863243
64,1.3642787714863243,1.6416781997026044
65,1.6416781997026044,0.9327100393280985
66,0.9327100393280985,1.4752509906413316
67,1.4752509906413316,1.1586826149591334
68,1.1586826149591334,0.6592936530697977
69,0.6592936530697977,1.1661475327426671
70,1.1661475327426671,1.7576700460847043
71,1.7576700460847043,0.9735453286367105
72,0.9735453286367105,1.7761901913186477
73,1.7761901913186477,-0.31399170750723215
74,-0.31399170750723215,1.4084462387916663
75,1.4084462387916663,1.0422336780946688
76,1.0422336780946688,0.8500221553725456
77,0.8500221553725456,1.0458221084977175
78,1.0458221084977175,0.006173189198293794
79,0.006173189198293794,0.8897376591227495
80,0.8897376591227495,1.1773460292263973
81,1.1773460292263973,1.7365534036899317
82,1.7365534036899317,0.7368888807797129
83,0.7368888807797129,0.589796400751482
84,0.589796400751482,0.7407862886602004
85,0.7407862886602004,1.4465908248557384
86,1.4465908248557384,1.1500947336653957
87,1.1500947336653957,0.7172742152540992
88,0.7172742152540992,1.2348303233647229
89,1.2348303233647229,1.0223864055522156
90,1.0223864055522156,1.4534316241469012
91,1.4534316241469012,0.6129564492137721
92,0.6129564492137721,0.7946402097800302
93,0.7946402097800302,0.7565221177055166
94,0.7565221177055166,0.21454261362135518
95,0.21454261362135518,1.087705612217613
96,1.087705612217613,1.063142650112145
97,1.063142650112145,0.9277682491093987
98,0.9277682491093987,0.8001443885942363
99,0.8001443885942363,0.20161205580047448
100,0.20161205580047448,0.6904705301399477
101,0.6904705301399477,0.7205713926899948
102,0.7205713926899948,0.4815687162051645
103,0.4815687162051645,0.7924901236745119
104,0.7924901236745119,1.065234795056143
105,1.065234795056143,1.7960334321581413
106,1.7960334321581413,0.9296193380525651
107,0.9296193380525651,0.9601586561400653
108,0.9601586561400653,0.7828809897382906
109,0.7828809897382906,-0.15088920382993054
110,-0.15088920382993054,0.7833085345114782
111,0.7833085345114782,0.8144310300549332
112,0.8144310300549332,2.003373718262769
113,2.003373718262769,0.6627002257903607
114,0.6627002257903607,0.8964788833435264
115,0.8964788833435264,0.7148755591776299
116,0.7148755591776299,0.13412577425936023
117,0.13412577425936023,1.2758221730276866
118,1.2758221730276866,1.0660414999003236
119,1.0660414999003236,1.0709791540726745
120,1.0709791540726745,0.20588747388183126
121,0.20588747388183126,1.3468321538024202
122,1.3468321538024202,-0.07089490140024834
123,-0.07089490140024834,0.9078028047058468
124,0.9078028047058468,1.6936999570089457
